"","year","sample","flag","type","first_year"
"1",1,1,"1","resight",FALSE
"2",1,1,"2","resight",FALSE
"3",1,1,"1","resight",FALSE
"4",1,1,"3","resight",FALSE
"5",1,2,"4","resight",FALSE
"6",1,2,"4","resight",FALSE
"7",1,2,"5","resight",FALSE
"8",1,2,"6","resight",FALSE
"9",1,2,"4","resight",FALSE
"10",1,2,"5","resight",FALSE
"11",1,2,"7","resight",FALSE
"12",1,2,"5","resight",FALSE
"13",1,2,"4","resight",FALSE
"14",1,2,"8","resight",FALSE
"15",1,2,"9","resight",FALSE
"16",1,3,"10","resight",FALSE
"17",1,3,"11","resight",FALSE
"18",1,3,"4","resight",FALSE
"19",1,3,"12","resight",FALSE
"20",1,3,"13","resight",FALSE
"21",1,3,"12","resight",FALSE
"22",1,3,"14","resight",FALSE
"23",1,3,"15","resight",FALSE
"24",1,3,"16","resight",FALSE
"25",1,3,"11","resight",FALSE
"26",1,3,"17","resight",FALSE
"27",1,3,"12","resight",FALSE
"28",1,3,"18","resight",FALSE
"29",1,3,"12","resight",FALSE
"30",1,3,"18","resight",FALSE
"31",1,3,"8","resight",FALSE
"32",1,3,"19","resight",FALSE
"33",1,3,"20","resight",FALSE
"34",1,3,"21","resight",FALSE
"35",1,3,"18","resight",FALSE
"36",1,3,"22","resight",FALSE
"37",1,3,"23","resight",FALSE
"38",1,3,"8","resight",FALSE
"39",1,3,"4","resight",FALSE
"40",1,4,"24","resight",FALSE
"41",1,4,"25","resight",FALSE
"42",1,4,"26","resight",FALSE
"43",1,4,"27","resight",FALSE
"44",1,4,"28","resight",FALSE
"45",1,4,"29","resight",FALSE
"46",1,4,"30","resight",FALSE
"47",1,4,"31","resight",FALSE
"48",1,4,"28","resight",FALSE
"49",1,4,"19","resight",FALSE
"50",1,4,"24","resight",FALSE
"51",1,4,"22","resight",FALSE
"52",1,4,"32","resight",FALSE
"53",1,4,"33","resight",FALSE
"54",1,4,"19","resight",FALSE
"55",1,4,"34","resight",FALSE
"56",1,4,"35","resight",FALSE
"57",1,4,"17","resight",FALSE
"58",1,4,"26","resight",FALSE
"59",1,4,"36","resight",FALSE
"60",1,4,"37","resight",FALSE
"61",1,4,"38","resight",FALSE
"62",1,4,"39","resight",FALSE
"63",1,4,"7","resight",FALSE
"64",1,4,"40","resight",FALSE
"65",1,4,"41","resight",FALSE
"66",1,4,"41","resight",FALSE
"67",1,4,"42","resight",FALSE
"68",1,4,"43","resight",FALSE
"69",1,4,"44","resight",FALSE
"70",1,4,"45","resight",FALSE
"71",1,4,"46","resight",FALSE
"72",1,4,"47","resight",FALSE
"73",1,4,"31","resight",FALSE
"74",1,4,"48","resight",FALSE
"75",1,4,"22","resight",FALSE
"76",1,4,"19","resight",FALSE
"77",1,4,"49","resight",FALSE
"78",1,4,"43","resight",FALSE
"79",1,4,"36","resight",FALSE
"80",1,4,"26","resight",FALSE
"81",1,4,"47","resight",FALSE
"82",1,4,"50","resight",FALSE
"83",1,4,"51","resight",FALSE
"84",1,4,"52","resight",FALSE
"85",1,4,"22","resight",FALSE
"86",1,4,"19","resight",FALSE
"87",1,4,"53","resight",FALSE
"88",1,4,"47","resight",FALSE
"89",1,4,"54","resight",FALSE
"90",1,4,"55","resight",FALSE
"91",1,4,"56","resight",FALSE
"92",1,4,"57","resight",FALSE
"93",1,4,"36","resight",FALSE
"94",1,4,"39","resight",FALSE
"95",1,4,"58","resight",FALSE
"96",1,4,"59","resight",FALSE
"97",1,4,"15","resight",FALSE
"98",1,4,"37","resight",FALSE
"99",1,4,"60","resight",FALSE
"100",1,4,"61","resight",FALSE
"101",1,4,"35","resight",FALSE
"102",1,4,"28","resight",FALSE
"103",1,4,"29","resight",FALSE
"104",1,4,"62","resight",FALSE
"105",1,4,"63","resight",FALSE
"106",1,4,"62","resight",FALSE
"107",1,4,"24","resight",FALSE
"108",1,4,"21","resight",FALSE
"109",1,4,"49","resight",FALSE
"110",1,4,"17","resight",FALSE
"111",1,4,"32","resight",FALSE
"112",1,4,"28","resight",FALSE
"113",1,4,"60","resight",FALSE
"114",1,4,"64","resight",FALSE
"115",1,4,"31","resight",FALSE
"116",1,4,"46","resight",FALSE
"117",1,4,"20","resight",FALSE
"118",1,4,"23","resight",FALSE
"119",1,4,"46","resight",FALSE
"120",1,4,"14","resight",FALSE
"121",1,4,"65","resight",FALSE
"122",1,4,"42","resight",FALSE
"123",1,4,"56","resight",FALSE
"124",1,4,"15","resight",FALSE
"125",1,4,"66","resight",FALSE
"126",1,4,"67","resight",FALSE
"127",1,4,"36","resight",FALSE
"128",1,4,"68","resight",FALSE
"129",1,4,"42","resight",FALSE
"130",1,4,"44","resight",FALSE
"131",1,4,"24","resight",FALSE
"132",1,4,"69","resight",FALSE
"133",1,5,"70","resight",FALSE
"134",1,5,"71","resight",FALSE
"135",1,5,"72","resight",FALSE
"136",1,5,"73","resight",FALSE
"137",1,5,"74","resight",FALSE
"138",1,5,"74","resight",FALSE
"139",1,5,"49","resight",FALSE
"140",1,5,"73","resight",FALSE
"141",1,5,"40","resight",FALSE
"142",1,5,"75","resight",FALSE
"143",1,5,"76","resight",FALSE
"144",1,5,"77","resight",FALSE
"145",1,5,"70","resight",FALSE
"146",1,5,"49","resight",FALSE
"147",1,5,"78","resight",FALSE
"148",1,5,"19","resight",FALSE
"149",1,5,"79","resight",FALSE
"150",1,5,"80","resight",FALSE
"151",1,5,"81","resight",FALSE
"152",1,5,"82","resight",FALSE
"153",1,5,"83","resight",FALSE
"154",1,5,"84","resight",FALSE
"155",1,5,"40","resight",FALSE
"156",1,5,"73","resight",FALSE
"157",1,5,"77","resight",FALSE
"158",1,5,"74","resight",FALSE
"159",1,5,"40","resight",FALSE
"160",1,5,"79","resight",FALSE
"161",1,5,"74","resight",FALSE
"162",1,5,"85","resight",FALSE
"163",1,5,"86","resight",FALSE
"164",1,5,"87","resight",FALSE
"165",1,5,"88","resight",FALSE
"166",1,5,"89","resight",FALSE
"167",1,5,"90","resight",FALSE
"168",1,5,"91","resight",FALSE
"169",1,5,"92","resight",FALSE
"170",1,5,"81","resight",FALSE
"171",1,5,"73","resight",FALSE
"172",1,5,"93","resight",FALSE
"173",1,5,"85","resight",FALSE
"174",1,5,"94","resight",FALSE
"175",1,5,"95","resight",FALSE
"176",1,5,"96","resight",FALSE
"177",1,5,"97","resight",FALSE
"178",1,5,"40","resight",FALSE
"179",1,5,"98","resight",FALSE
"180",1,5,"49","resight",FALSE
"181",1,5,"99","resight",FALSE
"182",1,5,"99","resight",FALSE
"183",1,5,"27","resight",FALSE
"184",1,5,"100","resight",FALSE
"185",1,5,"101","resight",FALSE
"186",1,5,"79","resight",FALSE
"187",1,5,"102","resight",FALSE
"188",1,5,"103","resight",FALSE
"189",1,5,"79","resight",FALSE
"190",1,5,"78","resight",FALSE
"191",1,5,"100","resight",FALSE
"192",1,5,"104","resight",FALSE
"193",1,5,"74","resight",FALSE
"194",1,5,"105","resight",FALSE
"195",1,5,"88","resight",FALSE
"196",1,5,"106","resight",FALSE
"197",1,5,"107","resight",FALSE
"198",1,5,"96","resight",FALSE
"199",1,5,"108","resight",FALSE
"200",1,5,"83","resight",FALSE
"201",1,5,"96","resight",FALSE
"202",1,5,"73","resight",FALSE
"203",1,5,"92","resight",FALSE
"204",1,5,"109","resight",FALSE
"205",1,5,"21","resight",FALSE
"206",1,5,"92","resight",FALSE
"207",1,5,"91","resight",FALSE
"208",1,5,"98","resight",FALSE
"209",1,5,"81","resight",FALSE
"210",1,5,"83","resight",FALSE
"211",1,5,"78","resight",FALSE
"212",1,5,"108","resight",FALSE
"213",1,6,"110","resight",FALSE
"214",1,6,"85","resight",FALSE
"215",1,6,"111","resight",FALSE
"216",1,6,"112","resight",FALSE
"217",1,6,"113","resight",FALSE
"218",1,6,"114","resight",FALSE
"219",1,6,"115","resight",FALSE
"220",1,6,"116","resight",FALSE
"221",1,6,"117","resight",FALSE
"222",1,6,"118","resight",FALSE
"223",1,6,"119","resight",FALSE
"224",1,6,"120","resight",FALSE
"225",1,6,"120","resight",FALSE
"226",1,6,"121","resight",FALSE
"227",1,6,"122","resight",FALSE
"228",1,6,"123","resight",FALSE
"229",1,6,"124","resight",FALSE
"230",1,6,"125","resight",FALSE
"231",1,6,"126","resight",FALSE
"232",1,6,"127","resight",FALSE
"233",1,6,"128","resight",FALSE
"234",1,6,"129","resight",FALSE
"235",1,6,"130","resight",FALSE
"236",1,6,"116","resight",FALSE
"237",1,6,"131","resight",FALSE
"238",1,6,"132","resight",FALSE
"239",1,6,"128","resight",FALSE
"240",1,6,"133","resight",FALSE
"241",1,6,"134","resight",FALSE
"242",1,6,"128","resight",FALSE
"243",1,6,"135","resight",FALSE
"244",1,6,"84","resight",FALSE
"245",1,6,"84","resight",FALSE
"246",1,6,"136","resight",FALSE
"247",1,6,"137","resight",FALSE
"248",1,6,"138","resight",FALSE
"249",1,6,"139","resight",FALSE
"250",1,6,"140","resight",FALSE
"251",1,6,"85","resight",FALSE
"252",1,6,"116","resight",FALSE
"253",1,6,"141","resight",FALSE
"254",1,6,"96","resight",FALSE
"255",1,6,"142","resight",FALSE
"256",1,6,"143","resight",FALSE
"257",1,6,"144","resight",FALSE
"258",1,6,"145","resight",FALSE
"259",1,6,"146","resight",FALSE
"260",1,6,"147","resight",FALSE
"261",1,6,"148","resight",FALSE
"262",1,6,"123","resight",FALSE
"263",1,6,"41","resight",FALSE
"264",1,6,"149","resight",FALSE
"265",1,6,"150","resight",FALSE
"266",1,6,"124","resight",FALSE
"267",1,6,"17","resight",FALSE
"268",1,6,"151","resight",FALSE
"269",1,6,"152","resight",FALSE
"270",1,6,"142","resight",FALSE
"271",1,6,"153","resight",FALSE
"272",1,6,"154","resight",FALSE
"273",1,6,"155","resight",FALSE
"274",1,6,"156","resight",FALSE
"275",1,6,"157","resight",FALSE
"276",1,6,"158","resight",FALSE
"277",1,6,"90","resight",FALSE
"278",1,6,"118","resight",FALSE
"279",1,6,"159","resight",FALSE
"280",1,6,"137","resight",FALSE
"281",1,6,"119","resight",FALSE
"282",1,6,"160","resight",FALSE
"283",1,6,"136","resight",FALSE
"284",1,6,"161","resight",FALSE
"285",1,6,"112","resight",FALSE
"286",1,6,"162","resight",FALSE
"287",1,6,"163","resight",FALSE
"288",1,6,"118","resight",FALSE
"289",1,6,"164","resight",FALSE
"290",1,6,"128","resight",FALSE
"291",1,6,"127","resight",FALSE
"292",1,6,"165","resight",FALSE
"293",1,6,"166","resight",FALSE
"294",1,6,"167","resight",FALSE
"295",1,6,"168","resight",FALSE
"296",1,6,"122","resight",FALSE
"297",1,6,"127","resight",FALSE
"298",1,6,"169","resight",FALSE
"299",1,6,"170","resight",FALSE
"300",1,6,"120","resight",FALSE
"301",1,6,"106","resight",FALSE
"302",1,6,"171","resight",FALSE
"303",1,6,"172","resight",FALSE
"304",1,6,"173","resight",FALSE
"305",1,6,"83","resight",FALSE
"306",1,6,"174","resight",FALSE
"307",1,6,"175","resight",FALSE
"308",1,6,"176","resight",FALSE
"309",1,6,"177","resight",FALSE
"310",1,6,"96","resight",FALSE
"311",1,6,"178","resight",FALSE
"312",1,6,"179","resight",FALSE
"313",1,6,"180","resight",FALSE
"314",1,6,"181","resight",FALSE
"315",1,6,"127","resight",FALSE
"316",1,6,"106","resight",FALSE
"317",1,6,"182","resight",FALSE
"318",1,6,"141","resight",FALSE
"319",1,6,"108","resight",FALSE
"320",1,6,"83","resight",FALSE
"321",1,6,"183","resight",FALSE
"322",1,6,"184","resight",FALSE
"323",1,6,"121","resight",FALSE
"324",1,6,"75","resight",FALSE
"325",1,6,"185","resight",FALSE
"326",1,6,"186","resight",FALSE
"327",1,6,"137","resight",FALSE
"328",1,6,"187","resight",FALSE
"329",1,6,"150","resight",FALSE
"330",1,6,"41","resight",FALSE
"331",1,6,"41","resight",FALSE
"332",1,6,"188","resight",FALSE
"333",1,6,"189","resight",FALSE
"334",1,6,"47","resight",FALSE
"335",1,6,"190","resight",FALSE
"336",1,6,"108","resight",FALSE
"337",1,6,"181","resight",FALSE
"338",1,6,"191","resight",FALSE
"339",1,6,"192","resight",FALSE
"340",1,6,"79","resight",FALSE
"341",1,6,"193","resight",FALSE
"342",1,6,"177","resight",FALSE
"343",1,6,"194","resight",FALSE
"344",1,6,"166","resight",FALSE
"345",1,6,"132","resight",FALSE
"346",1,6,"195","resight",FALSE
"347",1,6,"177","resight",FALSE
"348",1,6,"112","resight",FALSE
"349",1,6,"120","resight",FALSE
"350",1,6,"136","resight",FALSE
"351",1,6,"111","resight",FALSE
"352",1,6,"196","resight",FALSE
"353",1,6,"177","resight",FALSE
"354",1,6,"166","resight",FALSE
"355",1,6,"195","resight",FALSE
"356",1,6,"176","resight",FALSE
"357",1,6,"147","resight",FALSE
"358",1,6,"197","resight",FALSE
"359",1,6,"142","resight",FALSE
"360",1,6,"198","resight",FALSE
"361",1,6,"180","resight",FALSE
"362",1,6,"179","resight",FALSE
"363",1,6,"199","resight",FALSE
"364",1,6,"44","resight",FALSE
"365",1,6,"176","resight",FALSE
"366",1,6,"200","resight",FALSE
"367",1,6,"201","resight",FALSE
"368",1,6,"171","resight",FALSE
"369",1,6,"202","resight",FALSE
"370",1,6,"114","resight",FALSE
"371",1,6,"171","resight",FALSE
"372",1,6,"60","resight",FALSE
"373",1,6,"203","resight",FALSE
"374",1,6,"131","resight",FALSE
"375",1,6,"129","resight",FALSE
"376",1,6,"122","resight",FALSE
"377",1,6,"204","resight",FALSE
"378",1,6,"205","resight",FALSE
"379",1,6,"206","resight",FALSE
"380",1,6,"80","resight",FALSE
"381",1,6,"207","resight",FALSE
"382",1,6,"146","resight",FALSE
"383",1,6,"110","resight",FALSE
"384",1,6,"127","resight",FALSE
"385",1,6,"208","resight",FALSE
"386",1,6,"85","resight",FALSE
"387",1,6,"79","resight",FALSE
"388",1,6,"209","resight",FALSE
"389",1,6,"210","resight",FALSE
"390",1,6,"211","resight",FALSE
"391",1,6,"212","resight",FALSE
"392",1,6,"213","resight",FALSE
"393",1,6,"214","resight",FALSE
"394",1,6,"215","resight",FALSE
"395",1,6,"164","resight",FALSE
"396",1,6,"130","resight",FALSE
"397",1,6,"216","resight",FALSE
"398",1,6,"207","resight",FALSE
"399",1,6,"187","resight",FALSE
"400",1,6,"217","resight",FALSE
"401",1,6,"218","resight",FALSE
"402",1,6,"166","resight",FALSE
"403",1,6,"192","resight",FALSE
"404",1,6,"219","resight",FALSE
"405",1,6,"114","resight",FALSE
"406",1,6,"220","resight",FALSE
"407",1,6,"165","resight",FALSE
"408",1,6,"121","resight",FALSE
"409",1,6,"41","resight",FALSE
"410",1,6,"173","resight",FALSE
"411",1,6,"113","resight",FALSE
"412",1,6,"171","resight",FALSE
"413",1,6,"90","resight",FALSE
"414",1,6,"121","resight",FALSE
"415",1,6,"113","resight",FALSE
"416",1,6,"221","resight",FALSE
"417",1,6,"141","resight",FALSE
"418",1,6,"136","resight",FALSE
"419",1,6,"220","resight",FALSE
"420",1,6,"136","resight",FALSE
"421",1,6,"204","resight",FALSE
"422",1,6,"114","resight",FALSE
"423",1,6,"173","resight",FALSE
"424",1,6,"157","resight",FALSE
"425",1,6,"222","resight",FALSE
"426",1,6,"223","resight",FALSE
"427",1,6,"37","resight",FALSE
"428",1,6,"205","resight",FALSE
"429",1,6,"159","resight",FALSE
"430",1,6,"224","resight",FALSE
"431",1,6,"225","resight",FALSE
"432",1,6,"187","resight",FALSE
"433",1,6,"78","resight",FALSE
"434",1,6,"2","resight",FALSE
"435",1,6,"90","resight",FALSE
"436",1,6,"114","resight",FALSE
"437",1,6,"122","resight",FALSE
"438",1,6,"137","resight",FALSE
"439",1,6,"168","resight",FALSE
"440",1,6,"125","resight",FALSE
"441",1,6,"124","resight",FALSE
"442",1,6,"19","resight",FALSE
"443",1,6,"175","resight",FALSE
"444",1,6,"165","resight",FALSE
"445",1,6,"226","resight",FALSE
"446",1,6,"150","resight",FALSE
"447",1,6,"227","resight",FALSE
"448",1,6,"203","resight",FALSE
"449",1,6,"228","resight",FALSE
"450",1,6,"124","resight",FALSE
"451",1,6,"229","resight",FALSE
"452",1,6,"179","resight",FALSE
"453",1,6,"221","resight",FALSE
"454",1,6,"113","resight",FALSE
"455",1,6,"230","resight",FALSE
"456",1,6,"231","resight",FALSE
"457",1,6,"172","resight",FALSE
"458",1,6,"101","resight",FALSE
"459",1,6,"143","resight",FALSE
"460",1,6,"110","resight",FALSE
"461",1,6,"120","resight",FALSE
"462",1,6,"183","resight",FALSE
"463",1,6,"232","resight",FALSE
"464",1,6,"176","resight",FALSE
"465",1,6,"147","resight",FALSE
"466",1,6,"116","resight",FALSE
"467",1,6,"160","resight",FALSE
"468",1,6,"233","resight",FALSE
"469",1,6,"116","resight",FALSE
"470",1,6,"222","resight",FALSE
"471",1,6,"234","resight",FALSE
"472",1,6,"90","resight",FALSE
"473",1,6,"235","resight",FALSE
"474",1,6,"171","resight",FALSE
"475",1,6,"236","resight",FALSE
"476",1,6,"111","resight",FALSE
"477",1,6,"203","resight",FALSE
"478",1,6,"83","resight",FALSE
"479",1,7,"161","resight",FALSE
"480",1,7,"130","resight",FALSE
"481",1,7,"88","resight",FALSE
"482",1,7,"28","resight",FALSE
"483",1,7,"237","resight",FALSE
"484",1,7,"138","resight",FALSE
"485",1,7,"238","resight",FALSE
"486",1,7,"235","resight",FALSE
"487",1,7,"239","resight",FALSE
"488",1,7,"199","resight",FALSE
"489",1,7,"240","resight",FALSE
"490",1,7,"241","resight",FALSE
"491",1,7,"37","resight",FALSE
"492",1,7,"242","resight",FALSE
"493",1,7,"171","resight",FALSE
"494",1,7,"226","resight",FALSE
"495",1,7,"201","resight",FALSE
"496",1,7,"243","resight",FALSE
"497",1,7,"202","resight",FALSE
"498",1,7,"70","resight",FALSE
"499",1,7,"244","resight",FALSE
"500",1,7,"137","resight",FALSE
"501",1,7,"245","resight",FALSE
"502",1,7,"246","resight",FALSE
"503",1,7,"247","resight",FALSE
"504",1,7,"248","resight",FALSE
"505",1,7,"249","resight",FALSE
"506",1,7,"250","resight",FALSE
"507",1,7,"251","resight",FALSE
"508",1,7,"172","resight",FALSE
"509",1,7,"130","resight",FALSE
"510",1,7,"241","resight",FALSE
"511",1,7,"110","resight",FALSE
"512",1,7,"219","resight",FALSE
"513",1,7,"224","resight",FALSE
"514",1,7,"203","resight",FALSE
"515",1,7,"146","resight",FALSE
"516",1,7,"183","resight",FALSE
"517",1,7,"72","resight",FALSE
"518",1,7,"252","resight",FALSE
"519",1,7,"137","resight",FALSE
"520",1,7,"253","resight",FALSE
"521",1,7,"224","resight",FALSE
"522",1,7,"161","resight",FALSE
"523",1,7,"78","resight",FALSE
"524",1,7,"75","resight",FALSE
"525",1,7,"179","resight",FALSE
"526",1,7,"183","resight",FALSE
"527",1,7,"254","resight",FALSE
"528",1,7,"54","resight",FALSE
"529",1,7,"193","resight",FALSE
"530",1,7,"255","resight",FALSE
"531",1,7,"193","resight",FALSE
"532",1,7,"235","resight",FALSE
"533",1,7,"256","resight",FALSE
"534",1,7,"257","resight",FALSE
"535",1,7,"66","resight",FALSE
"536",1,7,"241","resight",FALSE
"537",1,7,"193","resight",FALSE
"538",1,7,"258","resight",FALSE
"539",1,7,"259","resight",FALSE
"540",1,7,"260","resight",FALSE
"541",1,7,"183","resight",FALSE
"542",1,7,"243","resight",FALSE
"543",1,7,"235","resight",FALSE
"544",1,7,"204","resight",FALSE
"545",1,7,"72","resight",FALSE
"546",1,7,"255","resight",FALSE
"547",1,7,"146","resight",FALSE
"548",1,7,"261","resight",FALSE
"549",1,7,"183","resight",FALSE
"550",1,7,"262","resight",FALSE
"551",1,7,"252","resight",FALSE
"552",1,7,"60","resight",FALSE
"553",1,7,"173","resight",FALSE
"554",1,7,"263","resight",FALSE
"555",1,7,"258","resight",FALSE
"556",1,7,"130","resight",FALSE
"557",1,7,"255","resight",FALSE
"558",1,7,"225","resight",FALSE
"559",1,7,"54","resight",FALSE
"560",1,7,"244","resight",FALSE
"561",1,7,"175","resight",FALSE
"562",1,7,"264","resight",FALSE
"563",1,7,"152","resight",FALSE
"564",1,7,"204","resight",FALSE
"565",1,7,"127","resight",FALSE
"566",1,7,"265","resight",FALSE
"567",1,7,"266","resight",FALSE
"568",1,7,"193","resight",FALSE
"569",1,7,"267","resight",FALSE
"570",1,7,"108","resight",FALSE
"571",1,7,"146","resight",FALSE
"572",1,7,"78","resight",FALSE
"573",1,7,"183","resight",FALSE
"574",1,7,"268","resight",FALSE
"575",1,7,"198","resight",FALSE
"576",1,7,"146","resight",FALSE
"577",1,7,"193","resight",FALSE
"578",1,7,"198","resight",FALSE
"579",1,7,"269","resight",FALSE
"580",1,7,"144","resight",FALSE
"581",1,7,"235","resight",FALSE
"582",1,7,"92","resight",FALSE
"583",1,7,"183","resight",FALSE
"584",1,7,"85","resight",FALSE
"585",1,7,"121","resight",FALSE
"586",1,7,"270","resight",FALSE
"587",1,7,"181","resight",FALSE
"588",1,7,"208","resight",FALSE
"589",1,7,"235","resight",FALSE
"590",1,7,"54","resight",FALSE
"591",1,7,"245","resight",FALSE
"592",1,7,"203","resight",FALSE
"593",1,7,"166","resight",FALSE
"594",1,7,"201","resight",FALSE
"595",1,7,"224","resight",FALSE
"596",1,7,"271","resight",FALSE
"597",1,7,"239","resight",FALSE
"598",1,7,"243","resight",FALSE
"599",1,7,"272","resight",FALSE
"600",1,7,"173","resight",FALSE
"601",1,7,"146","resight",FALSE
"602",1,7,"273","resight",FALSE
"603",1,7,"88","resight",FALSE
"604",1,7,"193","resight",FALSE
"605",1,7,"181","resight",FALSE
"606",1,7,"231","resight",FALSE
"607",1,7,"193","resight",FALSE
"608",1,7,"274","resight",FALSE
"609",1,7,"272","resight",FALSE
"610",1,7,"76","resight",FALSE
"611",1,7,"124","resight",FALSE
"612",1,7,"218","resight",FALSE
"613",1,7,"275","resight",FALSE
"614",1,7,"224","resight",FALSE
